3.4330926,3.9330926,4.4330926,4.9330926,5.4330926,5.9330926,6.4330926,6.9330926,7.4330926,7.9330926,6.8661852,7.8661852,8.8661852,9.8661852,10.8661852,11.8661852,12.8661852,13.8661852,14.8661852,15.8661852,13.7323704,15.7323704,17.7323704,19.7323704,21.7323704,23.7323704,25.7323704,27.7323704,29.7323704,31.7323704,-296.237671,-195.737671,-95.237671,5.262329,105.762329,206.262329,306.762329,407.262329,507.762329,608.262329,-592.475342,-391.475342,-190.475342,10.524658,211.524658,412.524658,613.524658,814.524658,1015.524658,1216.524658,-1184.950684,-782.950684,-380.950684,21.049316,423.049316,825.049316,1227.049316,1629.049316,2031.049316,2433.049316
8.95360945,9.95360945,10.95360945,11.95360945,12.95360945,13.95360945,14.95360945,15.95360945,16.95360945,17.95360945,17.9072189,19.9072189,21.9072189,23.9072189,25.9072189,27.9072189,29.9072189,31.9072189,33.9072189,35.9072189,35.8144378,39.8144378,43.8144378,47.8144378,51.8144378,55.8144378,59.8144378,63.8144378,67.8144378,71.8144378,-299.733795,-199.733795,-99.733795,0.266205,100.266205,200.266205,300.266205,400.266205,500.266205,600.266205,-599.46759,-399.46759,-199.46759,0.53241,200.53241,400.53241,600.53241,800.53241,1000.53241,1200.53241,-1198.93518,-798.93518,-398.93518,1.06482,401.06482,801.06482,1201.06482,1601.06482,2001.06482,2401.06482
16.8034477,18.3034477,19.8034477,21.3034477,22.8034477,24.3034477,25.8034477,27.3034477,28.8034477,30.3034477,33.6068954,36.6068954,39.6068954,42.6068954,45.6068954,48.6068954,51.6068954,54.6068954,57.6068954,60.6068954,67.2137908,73.2137908,79.2137908,85.2137908,91.2137908,97.2137908,103.2137908,109.2137908,115.2137908,121.2137908,-303.53891,-204.03891,-104.53891,-5.03891,94.46109,193.96109,293.46109,392.96109,492.46109,591.96109,-607.07782,-408.07782,-209.07782,-10.07782,188.92218,387.92218,586.92218,785.92218,984.92218,1183.92218,-1214.15564,-816.15564,-418.15564,-20.15564,377.84436,775.84436,1173.84436,1571.84436,1969.84436,2367.84436
24.00553895,26.00553895,28.00553895,30.00553895,32.00553895,34.00553895,36.00553895,38.00553895,40.00553895,42.00553895,48.0110779,52.0110779,56.0110779,60.0110779,64.0110779,68.0110779,72.0110779,76.0110779,80.0110779,84.0110779,96.0221558,104.0221558,112.0221558,120.0221558,128.0221558,136.0221558,144.0221558,152.0221558,160.0221558,168.0221558,-307.2362975,-208.2362975,-109.2362975,-10.2362975,88.7637025,187.7637025,286.7637025,385.7637025,484.7637025,583.7637025,-614.472595,-416.472595,-218.472595,-20.472595,177.527405,375.527405,573.527405,771.527405,969.527405,1167.527405,-1228.94519,-832.94519,-436.94519,-40.94519,355.05481,751.05481,1147.05481,1543.05481,1939.05481,2335.05481
31.9972496,34.4972496,36.9972496,39.4972496,41.9972496,44.4972496,46.9972496,49.4972496,51.9972496,54.4972496,63.9944992,68.9944992,73.9944992,78.9944992,83.9944992,88.9944992,93.9944992,98.9944992,103.9944992,108.9944992,127.9889984,137.9889984,147.9889984,157.9889984,167.9889984,177.9889984,187.9889984,197.9889984,207.9889984,217.9889984,-311.046814,-212.546814,-114.046814,-15.546814,82.953186,181.453186,279.953186,378.453186,476.953186,575.453186,-622.093628,-425.093628,-228.093628,-31.093628,165.906372,362.906372,559.906372,756.906372,953.906372,1150.906372,-1244.187256,-850.187256,-456.187256,-62.187256,331.812744,725.812744,1119.812744,1513.812744,1907.812744,2301.812744
39.4908485,42.4908485,45.4908485,48.4908485,51.4908485,54.4908485,57.4908485,60.4908485,63.4908485,66.4908485,78.981697,84.981697,90.981697,96.981697,102.981697,108.981697,114.981697,120.981697,126.981697,132.981697,157.963394,169.963394,181.963394,193.963394,205.963394,217.963394,229.963394,241.963394,253.963394,265.963394,-311.0364075,-213.0364075,-115.0364075,-17.0364075,80.9635925,178.9635925,276.9635925,374.9635925,472.9635925,570.9635925,-622.072815,-426.072815,-230.072815,-34.072815,161.927185,357.927185,553.927185,749.927185,945.927185,1141.927185,-1244.14563,-852.14563,-460.14563,-68.14563,323.85437,715.85437,1107.85437,1499.85437,1891.85437,2283.85437
42.1337815,45.6337815,49.1337815,52.6337815,56.1337815,59.6337815,63.1337815,66.6337815,70.1337815,73.6337815,84.267563,91.267563,98.267563,105.267563,112.267563,119.267563,126.267563,133.267563,140.267563,147.267563,168.535126,182.535126,196.535126,210.535126,224.535126,238.535126,252.535126,266.535126,280.535126,294.535126,-306.4844665,-208.9844665,-111.4844665,-13.9844665,83.5155335,181.0155335,278.5155335,376.0155335,473.5155335,571.0155335,-612.968933,-417.968933,-222.968933,-27.968933,167.031067,362.031067,557.031067,752.031067,947.031067,1142.031067,-1225.937866,-835.937866,-445.937866,-55.937866,334.062134,724.062134,1114.062134,1504.062134,1894.062134,2284.062134
40.904602,44.904602,48.904602,52.904602,56.904602,60.904602,64.904602,68.904602,72.904602,76.904602,81.809204,89.809204,97.809204,105.809204,113.809204,121.809204,129.809204,137.809204,145.809204,153.809204,163.618408,179.618408,195.618408,211.618408,227.618408,243.618408,259.618408,275.618408,291.618408,307.618408,-296.6693725,-199.6693725,-102.6693725,-5.6693725,91.3306275,188.3306275,285.3306275,382.3306275,479.3306275,576.3306275,-593.338745,-399.338745,-205.338745,-11.338745,182.661255,376.661255,570.661255,764.661255,958.661255,1152.661255,-1186.67749,-798.67749,-410.67749,-22.67749,365.32251,753.32251,1141.32251,1529.32251,1917.32251,2305.32251
36.882866,41.382866,45.882866,50.382866,54.882866,59.382866,63.882866,68.382866,72.882866,77.382866,73.765732,82.765732,91.765732,100.765732,109.765732,118.765732,127.765732,136.765732,145.765732,154.765732,147.531464,165.531464,183.531464,201.531464,219.531464,237.531464,255.531464,273.531464,291.531464,309.531464,-285.7755125,-189.2755125,-92.7755125,3.7244875,100.2244875,196.7244875,293.2244875,389.7244875,486.2244875,582.7244875,-571.551025,-378.551025,-185.551025,7.448975,200.448975,393.448975,586.448975,779.448975,972.448975,1165.448975,-1143.10205,-757.10205,-371.10205,14.89795,400.89795,786.89795,1172.89795,1558.89795,1944.89795,2330.89795
28.387722,33.387722,38.387722,43.387722,48.387722,53.387722,58.387722,63.387722,68.387722,73.387722,56.775444,66.775444,76.775444,86.775444,96.775444,106.775444,116.775444,126.775444,136.775444,146.775444,113.550888,133.550888,153.550888,173.550888,193.550888,213.550888,233.550888,253.550888,273.550888,293.550888,-274.338745,-178.338745,-82.338745,13.661255,109.661255,205.661255,301.661255,397.661255,493.661255,589.661255,-548.67749,-356.67749,-164.67749,27.32251,219.32251,411.32251,603.32251,795.32251,987.32251,1179.32251,-1097.35498,-713.35498,-329.35498,54.64502,438.64502,822.64502,1206.64502,1590.64502,1974.64502,2358.64502
